"elementId","contextId","unitId","fact","decimals","factId","ns","roles","scheme","identifier","startDate","endDate","dimension1","value1","dimension2","value2","dimension3","value3","dimension4","value4"
"all_ContractholderFundsOnInvestmentContracts","I2012_CarryingReportedAmountFairValueDisclosureMember","USD","27014000000","-6","Tag1823","http://www.allstate.com/20131231","DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:CarryingReportedAmountFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_ContractholderFundsOnInvestmentContracts","I2012_EstimateOfFairValueFairValueDisclosureMember_FV","USD","28019000000","-6","Tag1824","http://www.allstate.com/20131231","DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:EstimateOfFairValueFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"us-gaap_LongTermDebt","I2012_CarryingReportedAmountFairValueDisclosureMember","USD","6057000000","-6","Tag1825","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIICondensedFinancialInformationOfRegistrantDetails2,DisclosureCapitalStructureDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:CarryingReportedAmountFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"us-gaap_LongTermDebt","I2012_EstimateOfFairValueFairValueDisclosureMember_FV","USD","7141000000","-6","Tag1826","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIICondensedFinancialInformationOfRegistrantDetails2,DisclosureCapitalStructureDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:EstimateOfFairValueFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_ObligationToReturnCollateralSecuritiesLendingAndDerivatives","I2012_CarryingReportedAmountFairValueDisclosureMember","USD","808000000","-6","Tag1827","http://www.allstate.com/20131231","DisclosureSupplementalCashFlowInformationDetails,DisclosureSupplementalCashFlowInformationDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:CarryingReportedAmountFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_ObligationToReturnCollateralSecuritiesLendingAndDerivatives","I2012_EstimateOfFairValueFairValueDisclosureMember_FV","USD","808000000","-6","Tag1828","http://www.allstate.com/20131231","DisclosureSupplementalCashFlowInformationDetails,DisclosureSupplementalCashFlowInformationDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:EstimateOfFairValueFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_ContractholderFundsOnInvestmentContracts","I2013_CarryingReportedAmountFairValueDisclosureMember","USD","15569000000","-6","Tag1829","http://www.allstate.com/20131231","DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:CarryingReportedAmountFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_ContractholderFundsOnInvestmentContracts","I2013_EstimateOfFairValueFairValueDisclosureMember_1","USD","16225000000","-6","Tag1830","http://www.allstate.com/20131231","DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:EstimateOfFairValueFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"us-gaap_LongTermDebt","I2013_CarryingReportedAmountFairValueDisclosureMember","USD","6201000000","-6","Tag1831","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIICondensedFinancialInformationOfRegistrantDetails2,DisclosureCapitalStructureDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:CarryingReportedAmountFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"us-gaap_LongTermDebt","I2013_EstimateOfFairValueFairValueDisclosureMember_1","USD","6509000000","-6","Tag1832","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIICondensedFinancialInformationOfRegistrantDetails2,DisclosureCapitalStructureDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:EstimateOfFairValueFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_ObligationToReturnCollateralSecuritiesLendingAndDerivatives","I2013_CarryingReportedAmountFairValueDisclosureMember","USD","624000000","-6","Tag1833","http://www.allstate.com/20131231","DisclosureSupplementalCashFlowInformationDetails,DisclosureSupplementalCashFlowInformationDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:CarryingReportedAmountFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_ObligationToReturnCollateralSecuritiesLendingAndDerivatives","I2013_EstimateOfFairValueFairValueDisclosureMember_1","USD","624000000","-6","Tag1834","http://www.allstate.com/20131231","DisclosureSupplementalCashFlowInformationDetails,DisclosureSupplementalCashFlowInformationDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:EstimateOfFairValueFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilitiesOfAssetsHeldForSale","I2013_CarryingReportedAmountFairValueDisclosureMember","USD","7417000000","-6","Tag1835","http://fasb.org/us-gaap/2013-01-31","DisclosureFairValueOfAssetsAndLiabilitiesDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:CarryingReportedAmountFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilitiesOfAssetsHeldForSale","I2013_EstimateOfFairValueFairValueDisclosureMember_1","USD","7298000000","-6","Tag1836","http://fasb.org/us-gaap/2013-01-31","DisclosureFairValueOfAssetsAndLiabilitiesDetails,DisclosureFairValueOfAssetsAndLiabilitiesDetails6,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:FairValueByMeasurementBasisAxis","us-gaap:EstimateOfFairValueFairValueDisclosureMember",NA,NA,NA,NA,NA,NA
"all_PotentialRecoveriesUnderCreditRiskDerivatives","D2013","USD","0","-6","Tag1837","http://www.allstate.com/20131231","DisclosureDerivativeFinancialInstrumentsAndOffBalanceSheetFinancialInstrumentsDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_DerivativeAssetNotionalAmount","I2012_OtherInvestmentsMember_CurrencySwapMember_DesignatedAsHedgingInstrumentMember","USD","16000000","-6","Tag1838","http://fasb.org/us-gaap/2013-01-31","DisclosureDerivativeFinancialInstrumentsAndOffBalanceSheetFinancialInstrumentsDetails","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:BalanceSheetLocationAxis","us-gaap:OtherInvestmentsMember","us-gaap:DerivativeInstrumentRiskAxis","us-gaap:CurrencySwapMember","us-gaap:HedgingDesignationAxis","us-gaap:DesignatedAsHedgingInstrumentMember",NA,NA
"us-gaap_MarginDepositAssets","I2013","USD","12000000","-6","Tag1839","http://fasb.org/us-gaap/2013-01-31","DisclosureDerivativeFinancialInstrumentsAndOffBalanceSheetFinancialInstrumentsDetails","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_ScheduleOfLiabilityForUnpaidClaimsAndClaimsAdjustmentExpense","D2013",NA,NA,NA,"Tag1840","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseTables","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross","I2013_PropertyLiabilityMember","USD","21857000000","-6","Tag1841","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross","I2012_PropertyLiabilityMember","USD","21288000000","-6","Tag1842","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross","I2011_PropertyLiabilityMember","USD","20375000000","-6","Tag1843","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross","I2010_PropertyLiabilityMember","USD","19468000000","-6","Tag1844","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2010-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet","I2013_PropertyLiabilityMember","USD","17193000000","-6","Tag1845","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet","I2012_PropertyLiabilityMember","USD","17278000000","-6","Tag1846","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet","I2011_PropertyLiabilityMember","USD","17787000000","-6","Tag1847","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet","I2010_PropertyLiabilityMember","USD","17396000000","-6","Tag1848","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051",NA,"2010-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"all_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAcquisitionAdjustment","D2011_PropertyLiabilityMember","USD","425000000","-6","Tag1849","http://www.allstate.com/20131231","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"all_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAcquisitionAdjustment","D2012_PropertyLiabilityMember","USD","-13000000","-6","Tag1850","http://www.allstate.com/20131231","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_AccruedIncomeTaxesCurrent","I2013","USD","203000000","-6","Tag1851","http://fasb.org/us-gaap/2013-01-31","DisclosureIncomeTaxesDetails","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsCurrentYear","D2012_PropertyLiabilityMember","USD","19149000000","-6","Tag1852","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsCurrentYear","D2011_PropertyLiabilityMember","USD","20496000000","-6","Tag1853","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2012_PropertyLiabilityMember","USD","-665000000","-6","Tag1854","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2011_PropertyLiabilityMember","USD","-335000000","-6","Tag1855","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims","D2012_PropertyLiabilityMember","USD","18484000000","-6","Tag1856","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims","D2011_PropertyLiabilityMember","USD","20161000000","-6","Tag1857","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear","D2012_PropertyLiabilityMember","USD","12545000000","-6","Tag1858","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear","D2011_PropertyLiabilityMember","USD","13893000000","-6","Tag1859","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears","D2012_PropertyLiabilityMember","USD","6435000000","-6","Tag1860","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears","D2011_PropertyLiabilityMember","USD","6302000000","-6","Tag1861","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaid","D2012_PropertyLiabilityMember","USD","18980000000","-6","Tag1862","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaid","D2011_PropertyLiabilityMember","USD","20195000000","-6","Tag1863","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementBusinessSegmentsAxis","all:PropertyLiabilityMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims","D2011_CatastropheMember","USD","3820000000","-7","Tag1864","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","us-gaap:CatastropheMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims","D2012_CatastropheMember","USD","2350000000","-7","Tag1865","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","us-gaap:CatastropheMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims","D2013_CatastropheMember","USD","1250000000","-7","Tag1866","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","us-gaap:CatastropheMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2012_AutoMember","USD","-365000000","-6","Tag1867","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:AutoMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2012_CatastropheLossReestimatesMember_HomeOwnersMember","USD","-321000000","-6","Tag1868","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:CatastropheLossReestimatesMember","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:HomeOwnersMember",NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2012_ReserveAdjustmentsMember_OtherPersonalLinesMember","USD","-30000000","-6","Tag1869","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:ReserveAdjustmentsMember","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:OtherPersonalLinesMember",NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2012_CatastropheLossReestimatesMember","USD","410000000","-6","Tag1870","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:CatastropheLossReestimatesMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2011_AutoMember","USD","-381000000","-6","Tag1871","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:AutoMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2011_CatastropheLossReestimatesMember_HomeOwnersMember","USD","-69000000","-6","Tag1872","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:CatastropheLossReestimatesMember","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:HomeOwnersMember",NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2011_ReserveAdjustmentsMember_OtherPersonalLinesMember","USD","94000000","-6","Tag1873","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:ReserveAdjustmentsMember","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:OtherPersonalLinesMember",NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2011_CatastropheLossReestimatesMember","USD","130000000","-6","Tag1874","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:CatastropheLossReestimatesMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2013_AutoMember","USD","-237000000","-6","Tag1875","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:AutoMember",NA,NA,NA,NA,NA,NA
