"elementId","contextId","unitId","fact","decimals","factId","ns","roles","scheme","identifier","startDate","endDate","dimension1","value1","dimension2","value2","dimension3","value3","dimension4","value4"
"us-gaap_DefinedBenefitPlanPlanAmendments","D2013_PensionPlansDefinedBenefitMember","USD","-506000000","-6","Tag1","http://fasb.org/us-gaap/2013-01-31","DisclosureBenefitPlansDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:DefinedBenefitPlansDisclosuresDefinedBenefitPlansAxis","us-gaap:PensionPlansDefinedBenefitMember",NA,NA,NA,NA,NA,NA
"all_DefinedBenefitPlanPercentageOfTotalPlanAssetsForEmployeeAgents","I2013_PensionPlansDefinedBenefitMember","Pure","0.14","2","Tag2","http://www.allstate.com/20131231","DisclosureBenefitPlansDetails2","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:DefinedBenefitPlansDisclosuresDefinedBenefitPlansAxis","us-gaap:PensionPlansDefinedBenefitMember",NA,NA,NA,NA,NA,NA
"all_DefinedBenefitPlanPercentageOfTotalPlanAssetsForPrimaryEmployee","I2013_PensionPlansDefinedBenefitMember","Pure","0.79","2","Tag3","http://www.allstate.com/20131231","DisclosureBenefitPlansDetails2","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:DefinedBenefitPlansDisclosuresDefinedBenefitPlansAxis","us-gaap:PensionPlansDefinedBenefitMember",NA,NA,NA,NA,NA,NA
"all_DefinedBenefitPlanAssetAllocationDerivativesMaximum","D2013_PensionPlansDefinedBenefitMember_MaximumMember","Pure","1.15","2","Tag4","http://www.allstate.com/20131231","DisclosureBenefitPlansDetails2","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:DefinedBenefitPlansDisclosuresDefinedBenefitPlansAxis","us-gaap:PensionPlansDefinedBenefitMember","us-gaap:RangeAxis","us-gaap:MaximumMember",NA,NA,NA,NA
"all_BusinessAcquisitionPurchasePriceAllocationValueOfBusinessAcquired","I2011Q4_M1007_WhiteMountainsHoldingsMember","USD","42000000","-6","Tag5","http://www.allstate.com/20131231","DisclosureAcquisitionDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-10-07","us-gaap:BusinessAcquisitionAxis","all:WhiteMountainsHoldingsMember",NA,NA,NA,NA,NA,NA
"us-gaap_Goodwill","I2011Q4_M1007_WhiteMountainsHoldingsMember","USD","368000000","-6","Tag6","http://fasb.org/us-gaap/2013-01-31","DisclosureAcquisitionDetails,DisclosureSummaryOfSignificantAccountingPoliciesDetails3,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2011-10-07","us-gaap:BusinessAcquisitionAxis","all:WhiteMountainsHoldingsMember",NA,NA,NA,NA,NA,NA
"all_BusinessAcquisitionPurchasePriceAllocationOtherIntangibleAssets","I2011Q4_M1007_WhiteMountainsHoldingsMember","USD","426000000","-6","Tag7","http://www.allstate.com/20131231","DisclosureAcquisitionDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-10-07","us-gaap:BusinessAcquisitionAxis","all:WhiteMountainsHoldingsMember",NA,NA,NA,NA,NA,NA
"all_BusinessAcquisitionPurchasePriceAllocationReserveForPropertyLiabilityClaimsAndClaimsExpense","I2011Q4_M1007_WhiteMountainsHoldingsMember","USD","487000000","-6","Tag8","http://www.allstate.com/20131231","DisclosureAcquisitionDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-10-07","us-gaap:BusinessAcquisitionAxis","all:WhiteMountainsHoldingsMember",NA,NA,NA,NA,NA,NA
"all_BusinessAcquisitionPurchasePriceAllocationUnearnedPremiums","I2011Q4_M1007_WhiteMountainsHoldingsMember","USD","229000000","-6","Tag9","http://www.allstate.com/20131231","DisclosureAcquisitionDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-10-07","us-gaap:BusinessAcquisitionAxis","all:WhiteMountainsHoldingsMember",NA,NA,NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2013_ReserveAdjustmentsMember_DiscontinuedLinesAndCoveragesProductLineMember","USD","142000000","-6","Tag10","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:ReserveAdjustmentsMember","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:DiscontinuedLinesAndCoveragesProductLineMember",NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2012_ReserveAdjustmentsMember_DiscontinuedLinesAndCoveragesProductLineMember","USD","51000000","-6","Tag11","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:ReserveAdjustmentsMember","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:DiscontinuedLinesAndCoveragesProductLineMember",NA,NA,NA,NA
"us-gaap_LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears","D2011_ReserveAdjustmentsMember_DiscontinuedLinesAndCoveragesProductLineMember","USD","21000000","-6","Tag12","http://fasb.org/us-gaap/2013-01-31","DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails,DisclosureReserveForPropertyLiabilityInsuranceClaimsAndClaimsExpenseDetails2","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:CausesOfIncreaseDecreaseInLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAxis","all:ReserveAdjustmentsMember","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","all:DiscontinuedLinesAndCoveragesProductLineMember",NA,NA,NA,NA
"all_RetainedEarningsAccumulatedDeficitIncreaseDecrease","D2013Q2_M0630_MichiganCatastrophicClaimAssociationMember","USD","-51480000000","-7","Tag13","http://www.allstate.com/20131231","DisclosureReinsuranceDetails2","http://www.sec.gov/CIK","0000899051","2013-06-29","2013-06-30","us-gaap:CededCreditRiskAxis","all:MichiganCatastrophicClaimAssociationMember",NA,NA,NA,NA,NA,NA
"us-gaap_RetainedEarningsAccumulatedDeficit","I2013Q2_MichiganCatastrophicClaimAssociationMember","USD","1870000000","-7","Tag14","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails2,DisclosureScheduleIICondensedFinancialInformationOfRegistrantDetails2,BalanceSheet","http://www.sec.gov/CIK","0000899051",NA,"2013-06-30","us-gaap:CededCreditRiskAxis","all:MichiganCatastrophicClaimAssociationMember",NA,NA,NA,NA,NA,NA
"us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber","I2012_PerformanceSharesMember","Shares","437000","-3","Tag15","http://fasb.org/us-gaap/2013-01-31","DisclosureEquityIncentivePlansDetails,DisclosureEquityIncentivePlansDetails","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31","us-gaap:AwardTypeAxis","us-gaap:PerformanceSharesMember",NA,NA,NA,NA,NA,NA
"us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber","I2013_PerformanceSharesMember","Shares","843000","-3","Tag16","http://fasb.org/us-gaap/2013-01-31","DisclosureEquityIncentivePlansDetails,DisclosureEquityIncentivePlansDetails","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31","us-gaap:AwardTypeAxis","us-gaap:PerformanceSharesMember",NA,NA,NA,NA,NA,NA
"us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod","D2013_PerformanceSharesMember","Shares","312000","-3","Tag17","http://fasb.org/us-gaap/2013-01-31","DisclosureEquityIncentivePlansDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:AwardTypeAxis","us-gaap:PerformanceSharesMember",NA,NA,NA,NA,NA,NA
"us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod","D2013_PerformanceSharesMember","Shares","38000","-3","Tag18","http://fasb.org/us-gaap/2013-01-31","DisclosureEquityIncentivePlansDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:AwardTypeAxis","us-gaap:PerformanceSharesMember",NA,NA,NA,NA,NA,NA
"us-gaap_OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax","D2013","USD","-1278000000","-6","Tag19","http://fasb.org/us-gaap/2013-01-31","DisclosureOtherComprehensiveIncomeDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_EntityWideDisclosureOnGeographicAreasForeignRevenueFromExternalCustomers","D2012_OutsideUsMember","USD","0","-6","Tag20","http://www.allstate.com/20131231","DisclosureReportingSegmentsDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:StatementGeographicalAxis","all:OutsideUsMember",NA,NA,NA,NA,NA,NA
"all_EntityWideDisclosureOnGeographicAreasForeignRevenueFromExternalCustomers","D2011_OutsideUsMember","USD","0","-6","Tag21","http://www.allstate.com/20131231","DisclosureReportingSegmentsDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:StatementGeographicalAxis","all:OutsideUsMember",NA,NA,NA,NA,NA,NA
"all_EntityWideDisclosureOnGeographicAreasForeignRevenueFromExternalCustomers","D2013_OutsideUsMember","USD","0","-6","Tag22","http://www.allstate.com/20131231","DisclosureReportingSegmentsDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:StatementGeographicalAxis","all:OutsideUsMember",NA,NA,NA,NA,NA,NA
"all_DerivativeFinancialInstrumentsAndOffBalanceSheetFinancialInstrumentsDisclosureTextBlock","D2013",NA,NA,NA,"Tag23","http://www.allstate.com/20131231","DisclosureDerivativeFinancialInstrumentsAndOffBalanceSheetFinancialInstruments","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_LifeInsuranceInForceAssumed","I2011","USD","9137000000","-6","Tag24","http://www.allstate.com/20131231","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_LifeInsuranceInForceNet","I2013","USD","346202000000","-6","Tag25","http://www.allstate.com/20131231","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_LifeInsuranceInForceNet","I2012","USD","326169000000","-6","Tag26","http://www.allstate.com/20131231","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_LifeInsuranceInForceNet","I2011","USD","306397000000","-6","Tag27","http://www.allstate.com/20131231","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_LifeInsuranceInForcePercentageAssumedToNet","I2013","Pure","0.040","3","Tag28","http://www.allstate.com/20131231","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051",NA,"2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_LifeInsuranceInForcePercentageAssumedToNet","I2012","Pure","0.045","3","Tag29","http://www.allstate.com/20131231","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051",NA,"2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"all_LifeInsuranceInForcePercentageAssumedToNet","I2011","Pure","0.030","3","Tag30","http://www.allstate.com/20131231","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051",NA,"2011-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2013_LifeInsuranceSegmentMember","USD","2088000000","-6","Tag31","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2012_LifeInsuranceSegmentMember","USD","2089000000","-6","Tag32","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2011_LifeInsuranceSegmentMember","USD","2177000000","-6","Tag33","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_AssumedPremiumsEarned","D2013_LifeInsuranceSegmentMember","USD","82000000","-6","Tag34","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_AssumedPremiumsEarned","D2012_LifeInsuranceSegmentMember","USD","55000000","-6","Tag35","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_AssumedPremiumsEarned","D2011_LifeInsuranceSegmentMember","USD","35000000","-6","Tag36","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2012_LifeInsuranceSegmentMember","USD","556000000","-6","Tag37","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2011_LifeInsuranceSegmentMember","USD","617000000","-6","Tag38","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2013_LifeInsuranceSegmentMember","USD","538000000","-6","Tag39","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsEarnedNet","D2013_LifeInsuranceSegmentMember","USD","1632000000","-6","Tag40","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsEarnedNet","D2012_LifeInsuranceSegmentMember","USD","1588000000","-6","Tag41","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsEarnedNet","D2011_LifeInsuranceSegmentMember","USD","1595000000","-6","Tag42","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsPercentageAssumedToNet","D2013_LifeInsuranceSegmentMember","Pure","0.050","3","Tag43","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsPercentageAssumedToNet","D2012_LifeInsuranceSegmentMember","Pure","0.035","3","Tag44","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsPercentageAssumedToNet","D2011_LifeInsuranceSegmentMember","Pure","0.022","3","Tag45","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:LifeInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2013_AccidentAndHealthInsuranceSegmentMember","USD","821000000","-6","Tag46","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2012_AccidentAndHealthInsuranceSegmentMember","USD","771000000","-6","Tag47","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2011_AccidentAndHealthInsuranceSegmentMember","USD","776000000","-6","Tag48","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2012_AccidentAndHealthInsuranceSegmentMember","USD","118000000","-6","Tag49","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2011_AccidentAndHealthInsuranceSegmentMember","USD","133000000","-6","Tag50","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsEarnedNet","D2013_AccidentAndHealthInsuranceSegmentMember","USD","720000000","-6","Tag51","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsEarnedNet","D2012_AccidentAndHealthInsuranceSegmentMember","USD","653000000","-6","Tag52","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsEarnedNet","D2011_AccidentAndHealthInsuranceSegmentMember","USD","643000000","-6","Tag53","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:AccidentAndHealthInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsPercentageAssumedToNet","D2013_PropertyLiabilityAndCasualtyInsuranceSegmentMember","Pure","0.002","3","Tag54","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:PropertyLiabilityAndCasualtyInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsPercentageAssumedToNet","D2012_PropertyLiabilityAndCasualtyInsuranceSegmentMember","Pure","0.001","3","Tag55","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:PropertyLiabilityAndCasualtyInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsPercentageAssumedToNet","D2011_PropertyLiabilityAndCasualtyInsuranceSegmentMember","Pure","0.001","3","Tag56","http://fasb.org/us-gaap/2013-01-31","DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31","us-gaap:ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAxis","us-gaap:PropertyLiabilityAndCasualtyInsuranceSegmentMember",NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2013","USD","31547000000","-6","Tag57","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2012","USD","30654000000","-6","Tag58","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_DirectPremiumsEarned","D2011","USD","29969000000","-6","Tag59","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2013","USD","1708000000","-6","Tag60","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2012","USD","1764000000","-6","Tag61","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_CededPremiumsEarned","D2011","USD","1848000000","-6","Tag62","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureReinsuranceDetails2,DisclosureScheduleIVReinsuranceDetails,StatementOfIncomeParenthetical","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_AssumedPremiumsEarned","D2013","USD","131000000","-6","Tag63","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_AssumedPremiumsEarned","D2012","USD","88000000","-6","Tag64","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_AssumedPremiumsEarned","D2011","USD","59000000","-6","Tag65","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2011-01-01","2011-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"us-gaap_PremiumsEarnedNet","D2013","USD","29970000000","-6","Tag66","http://fasb.org/us-gaap/2013-01-31","DisclosureReinsuranceDetails,DisclosureScheduleIVReinsuranceDetails","http://www.sec.gov/CIK","0000899051","2013-01-01","2013-12-31",NA,NA,NA,NA,NA,NA,NA,NA
